,NaturalizedCountry2013,Total,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Guam,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Puerto Rico,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,U.S. Armed Services Posts,U.S. Dependencies,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming,Unknown
102,"Korea, North",27,2,2,0,0,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,2,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,2,0,0,0,0
103,"Korea, South",15786,53,47,121,21,5205,156,76,16,18,239,790,47,205,18,620,63,27,46,34,27,4,598,191,186,56,10,74,4,18,115,22,1267,10,1620,219,4,130,71,90,399,2,17,109,2,101,772,12,2,22,3,1070,610,10,45,5,88
104,Kosovo,487,0,0,14,2,15,2,33,0,3,20,7,0,0,2,25,2,3,0,9,0,0,3,4,34,3,0,16,0,2,2,2,9,2,170,12,0,3,8,4,16,0,0,2,0,5,32,0,0,2,0,9,5,0,9,0,0
105,Kuwait,920,17,0,13,3,146,5,6,3,3,64,26,0,2,2,66,12,4,12,8,10,6,18,16,54,6,7,6,2,3,3,0,46,2,51,20,0,44,8,8,16,2,0,3,0,14,110,0,2,2,0,35,19,3,10,0,7
106,Kyrgyzstan,395,2,3,3,0,62,4,2,2,3,25,6,0,2,0,9,3,2,0,0,2,0,8,9,4,13,0,2,2,2,6,0,20,2,60,7,0,10,4,16,18,0,0,4,0,3,8,2,0,5,0,25,36,0,2,2,3
107,Laos,3932,4,51,17,62,1248,20,21,0,3,56,84,0,10,6,26,10,40,72,8,12,0,8,34,84,631,0,7,2,7,30,11,5,0,14,184,0,32,39,72,32,0,63,42,4,58,264,2,0,28,0,21,94,0,409,0,6
108,Latvia,364,2,2,2,2,58,4,3,2,2,26,14,0,2,0,30,4,2,0,0,0,2,9,13,5,9,0,2,0,0,2,2,13,0,71,9,0,6,0,2,13,0,2,8,2,3,7,0,0,3,0,7,16,0,10,0,2
109,Lebanon,3002,6,0,46,3,604,6,22,4,5,167,40,0,0,0,70,18,13,11,9,10,5,29,193,672,20,3,7,0,3,47,14,100,7,153,46,0,107,16,15,56,0,16,19,2,16,247,0,0,4,0,121,33,2,11,0,5
110,Lesotho,10,0,0,2,0,2,0,2,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
111,Liberia,3923,6,0,97,0,94,25,25,44,9,40,177,0,3,5,66,31,101,2,40,11,2,279,122,38,584,0,44,0,9,9,10,289,2,225,154,26,86,16,20,654,0,154,26,21,21,168,2,0,19,3,97,29,2,24,0,14
112,Libya,206,0,0,4,2,49,3,2,0,2,8,7,0,2,0,9,3,2,2,2,3,0,2,5,10,2,0,5,0,2,0,0,4,0,16,2,0,9,0,2,9,0,0,2,0,2,21,0,0,0,0,8,7,2,2,0,2
113,Lithuania,933,2,0,4,0,74,16,22,2,0,78,12,0,0,0,388,12,0,2,0,2,2,12,28,13,7,3,6,0,0,8,2,56,4,52,13,2,23,0,6,27,0,3,2,2,5,10,2,0,3,0,21,10,2,3,2,2
114,Luxembourg,16,0,0,0,0,3,0,0,0,0,3,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
115,Macau,97,0,0,3,0,46,0,2,0,0,0,2,0,2,0,3,0,0,2,0,0,0,2,2,0,0,0,2,0,0,4,0,0,0,17,0,0,2,2,2,2,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0
116,Macedonia,665,0,9,8,0,16,3,28,0,0,42,4,0,0,0,108,37,2,2,5,0,2,2,7,71,0,0,6,0,0,4,2,128,2,90,3,0,23,2,0,9,0,0,2,0,2,15,0,0,0,2,12,4,0,17,0,2
117,Madagascar,50,0,0,2,0,3,2,0,0,3,2,0,0,0,2,2,0,0,0,0,2,0,6,2,0,6,0,0,0,0,0,0,2,0,7,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,7,3,0,0,0,2
118,Malawi,83,0,0,4,2,7,0,2,0,0,3,8,0,0,0,3,6,0,2,0,0,0,3,0,4,2,0,4,2,2,0,0,2,0,2,4,0,2,2,0,3,0,0,0,0,0,11,0,0,0,0,4,2,0,2,0,0
119,Malaysia,1169,8,2,14,7,263,14,14,5,4,27,62,0,9,2,30,5,7,7,4,3,2,32,18,15,19,2,18,2,3,9,2,40,5,206,16,7,18,15,8,29,0,2,4,2,9,109,0,0,4,2,36,44,2,8,0,2
120,Maldives,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,Mali,332,2,0,6,0,5,4,2,0,3,4,18,0,0,0,3,7,0,2,0,0,3,39,4,6,2,0,0,0,0,2,2,8,0,108,7,0,7,0,2,51,0,4,5,0,5,12,0,0,2,0,4,4,0,3,0,2
122,Malta,59,0,0,3,0,7,2,2,2,0,5,2,0,0,0,2,0,0,0,0,2,0,2,2,3,0,0,0,0,0,0,2,0,2,15,2,0,2,0,2,2,0,2,2,0,0,3,0,0,0,0,2,0,0,0,0,0
123,Marshall Islands,17,0,0,2,0,2,2,0,0,0,0,2,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,2,2,0,0,0,0
124,Mauritania,520,2,0,2,0,2,20,3,2,3,0,10,0,0,0,7,4,0,0,45,3,0,11,5,4,0,2,7,2,0,3,0,2,0,142,5,2,140,0,0,17,0,2,2,0,32,2,0,0,0,0,24,14,0,2,0,3
125,Mauritius,67,0,0,2,0,15,0,0,0,2,4,3,0,2,0,2,2,0,0,0,2,0,8,2,2,0,0,2,0,0,0,2,3,2,4,4,0,2,2,2,0,0,0,0,0,2,4,0,0,0,0,3,2,0,0,0,0
126,Mexico,99385,230,51,5813,486,40238,1495,224,129,24,2694,1788,4,77,410,5088,722,400,660,286,162,9,313,160,825,504,124,427,33,464,1923,31,714,1299,1443,1371,18,386,845,1210,497,39,43,450,15,520,20232,53,2,683,2,712,2031,25,725,69,203
127,"Micronesia, Federated States",96,0,3,2,0,6,4,0,0,0,2,6,5,9,0,2,0,0,2,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,0,0,8,11,0,0,0,11,4,0,0,0,2
128,Moldova,1594,5,4,8,2,395,14,11,2,3,73,54,0,2,2,40,5,4,4,2,4,0,21,85,7,72,2,21,0,3,7,3,34,3,135,74,0,18,5,80,47,2,2,10,2,30,24,0,0,2,5,23,238,2,6,0,4
129,Monaco,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
130,Mongolia,347,0,0,2,2,129,19,0,0,2,6,2,0,3,0,40,3,0,2,2,2,0,2,8,0,4,0,0,0,2,6,0,4,0,12,3,0,3,0,2,0,0,0,0,0,0,4,2,0,7,0,38,35,0,4,0,2
131,Montenegro,231,2,0,3,2,4,0,3,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,38,0,2,2,0,0,2,0,15,0,137,2,0,2,0,0,2,0,0,0,0,2,4,0,0,2,0,2,2,0,0,0,0
132,Montserrat,65,2,0,0,0,3,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,15,0,2,0,0,0,0,0,2,3,0,26,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0
133,Morocco,3768,16,3,28,5,242,52,69,11,17,424,80,0,4,2,146,22,8,10,40,12,4,86,413,43,46,19,21,2,6,21,12,221,4,517,146,2,122,25,10,209,0,13,19,2,24,148,0,0,3,3,361,44,4,16,2,11
134,Mozambique,51,0,2,2,0,10,0,3,0,0,7,2,0,2,0,2,0,0,0,0,0,0,2,2,0,0,2,2,0,2,0,0,5,0,2,2,0,0,0,2,2,0,0,0,0,2,2,0,0,2,0,2,0,0,0,0,2
135,Namibia,40,3,0,2,2,3,0,2,0,0,3,0,0,2,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,2,0,3,0,4,2,0,0,0,2,2,0,0,0,0,3,3,0,0,0,0,2,2,0,0,0,0
136,Nepal,2711,14,4,31,0,404,99,38,3,11,35,57,0,9,2,62,12,16,10,27,5,2,172,107,30,46,3,22,0,35,10,41,42,8,425,36,2,12,54,21,43,0,7,22,3,5,333,2,0,14,2,262,50,4,42,0,17
137,Netherlands,786,2,2,23,4,138,18,13,2,2,82,41,0,4,3,26,5,2,4,7,3,4,18,19,23,15,2,4,8,2,5,2,17,3,45,18,2,13,2,17,14,2,2,8,4,6,57,0,0,9,4,31,37,2,10,2,3
138,Netherlands Antilles,82,0,0,0,0,0,0,4,0,0,25,9,0,2,0,0,2,0,2,0,0,2,2,0,0,0,2,0,0,0,0,0,4,0,19,2,0,0,0,0,2,2,2,0,0,0,2,2,3,2,0,2,2,0,0,0,0
139,New Caledonia,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,New Zealand,482,2,5,11,2,117,13,7,0,4,27,9,2,11,2,11,8,2,0,3,2,3,9,14,9,3,0,6,2,2,11,5,8,4,25,11,0,2,5,10,9,0,2,6,0,8,27,0,0,16,2,15,31,2,3,2,2
141,Nicaragua,5064,5,5,17,10,1032,15,14,5,11,2534,66,0,4,2,39,17,7,4,5,57,0,94,22,6,21,13,13,0,6,56,2,128,7,207,79,0,16,6,9,37,9,5,31,2,18,242,2,2,5,2,116,27,4,17,2,15
142,Niger,167,0,0,0,4,3,3,2,0,0,3,2,0,0,0,0,10,2,0,2,0,0,14,6,6,0,0,2,0,2,0,0,2,0,17,41,0,11,0,0,26,0,0,2,0,0,5,0,0,0,0,4,2,0,2,0,0
143,Nigeria,9545,33,7,95,12,776,34,91,43,55,253,711,0,2,2,514,151,29,20,27,41,2,1152,232,113,195,12,83,2,22,46,20,568,11,1015,215,12,185,108,15,248,0,71,97,3,106,1733,3,2,6,4,197,71,2,56,2,43
144,Norway,80,0,0,2,0,16,2,4,0,2,9,0,0,0,0,2,2,0,0,0,0,0,2,2,2,4,2,0,0,0,0,0,3,0,2,0,0,2,0,0,0,0,0,0,2,0,14,2,0,0,0,6,3,0,2,2,0
145,Oman,39,0,0,2,0,3,0,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,2,2,2,2,0,2,0,0,0,0,3,0,8,3,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0
146,Pakistan,12948,48,6,83,33,1590,32,196,42,15,441,382,0,2,3,872,92,34,63,64,78,3,451,183,366,100,16,125,0,17,80,19,823,14,2422,227,4,197,89,32,360,0,16,36,3,86,1908,2,0,42,6,920,173,11,106,2,35
147,Palau,64,0,2,2,2,5,0,0,0,0,2,0,4,9,0,2,0,0,2,2,2,0,0,0,0,2,0,0,0,2,0,0,2,2,3,4,0,0,2,2,0,0,0,2,0,0,4,5,0,0,0,5,6,0,0,0,3
148,Panama,1598,7,3,18,6,117,14,11,5,8,407,82,0,2,0,21,13,2,4,5,11,2,41,28,13,7,13,6,2,2,15,2,36,4,298,56,0,16,8,5,26,12,2,22,0,17,123,4,2,3,2,63,14,2,12,2,9
149,Papua New Guinea,20,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,2,0,0,0,2
150,Paraguay,331,0,0,0,2,24,3,9,0,2,65,6,0,2,0,2,0,2,0,2,2,0,16,2,2,2,2,2,0,2,0,0,37,2,113,2,0,0,0,4,2,2,0,2,0,5,3,0,0,0,0,18,2,2,2,0,2
151,Peru,11782,15,19,100,14,1584,107,300,20,24,3011,241,2,22,15,160,41,12,20,35,31,11,375,165,34,50,10,44,7,21,106,9,1623,14,1325,185,8,76,42,54,174,26,26,52,4,41,458,5,0,154,5,687,129,11,38,2,36
152,Philippines,43489,88,306,679,82,18621,190,251,56,45,1794,397,535,1790,2,2200,222,81,125,164,98,32,806,265,418,239,94,237,15,46,1748,34,2039,87,2296,396,28,327,188,220,389,2,42,312,31,200,2231,47,50,114,14,1021,1370,31,165,21,153
153,Poland,8697,3,4,48,5,377,59,566,8,8,373,56,0,3,4,2689,32,14,3,12,7,13,73,208,197,30,4,21,7,5,46,21,1079,10,1829,51,0,60,6,24,249,2,26,39,5,19,122,0,2,6,8,94,91,5,55,2,19
154,Portugal,1585,2,0,3,2,139,2,102,2,2,88,3,0,2,7,4,2,0,0,0,0,0,25,355,7,2,2,2,2,0,4,13,437,2,147,11,0,9,2,2,28,0,95,6,0,4,22,0,0,2,2,35,12,0,2,0,4
155,Qatar,107,2,0,2,0,20,0,2,0,0,4,2,0,0,2,7,2,0,2,0,2,0,3,2,7,2,0,2,0,2,0,0,7,0,5,2,0,2,0,2,2,0,2,2,0,2,15,0,0,0,0,6,4,0,2,0,0
156,Romania,4050,7,5,136,10,632,40,66,13,9,317,176,0,9,12,406,33,11,4,17,19,8,71,60,186,23,5,28,4,6,65,13,128,5,393,73,4,133,15,88,125,3,3,34,2,45,203,0,2,9,4,115,220,6,40,2,8
157,Russia,8222,30,46,90,7,1583,162,106,16,19,602,187,3,23,31,315,39,35,24,47,18,12,218,326,95,129,7,76,12,20,91,31,368,22,1200,120,6,196,30,159,289,2,14,79,3,62,298,2,0,40,8,201,611,4,79,5,25
158,Rwanda,374,0,0,21,2,13,10,6,0,3,6,5,0,0,10,13,7,4,2,12,0,6,8,17,16,4,0,7,0,2,4,12,3,3,26,8,3,20,0,9,14,0,4,5,2,11,46,2,0,6,11,11,2,0,2,0,0
159,Saint Helena,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Saint Kitts-Nevis,315,0,0,2,0,5,3,4,0,0,66,14,0,0,0,3,2,0,2,2,0,0,8,7,3,0,0,2,0,0,0,0,8,0,77,6,0,0,0,0,3,2,2,5,0,2,7,0,80,0,0,5,0,0,2,0,0
161,Saint Lucia,856,2,0,3,0,17,3,36,2,4,123,26,0,2,0,7,0,0,0,0,4,0,25,12,2,4,2,2,0,0,0,2,38,2,365,12,0,2,4,2,12,0,3,11,0,0,44,2,73,2,0,9,0,0,2,0,2
162,Saint Vincent and the Grenadines,574,0,0,2,0,7,0,8,0,2,39,18,0,0,0,2,2,0,0,0,0,2,11,9,2,0,0,0,0,0,2,0,21,0,389,6,0,2,2,0,16,0,3,3,0,2,11,0,6,0,0,7,3,0,2,0,2
163,Samoa,206,2,7,2,0,69,2,0,0,0,4,2,2,30,0,2,2,0,0,0,0,0,2,0,2,2,0,2,0,0,4,0,0,0,0,2,0,0,2,5,0,0,0,2,0,0,5,2,2,23,0,2,36,0,2,2,0
164,Sao Tome and Principe,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Saudi Arabia,927,4,0,17,3,143,5,6,2,0,39,20,0,0,0,59,16,5,2,5,5,2,16,23,51,19,2,8,0,2,10,3,52,0,69,24,0,33,6,8,25,2,2,9,0,11,118,0,0,5,0,76,21,0,4,0,0
166,Senegal,869,4,3,14,2,51,4,11,0,11,19,46,0,2,0,23,10,5,5,25,4,0,70,24,29,3,0,17,2,0,5,0,40,0,183,34,0,69,9,2,35,0,16,6,0,8,35,0,2,2,2,21,7,2,8,0,3
167,Serbia,117,0,0,0,0,8,0,0,0,0,2,0,0,0,0,75,7,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,3,0,11,2,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,2,2,0,2,0,0
168,Serbia and Montenegro,1830,3,2,35,7,194,7,35,3,7,134,26,2,4,3,148,15,11,6,13,6,5,21,32,122,10,2,43,0,0,23,14,107,3,457,20,3,69,6,9,32,2,2,5,2,10,67,0,0,9,3,27,35,2,25,2,5
169,Seychelles,15,2,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0
170,Sierra Leone,1613,2,2,26,0,78,4,5,8,10,21,72,0,0,2,27,7,9,2,9,2,0,314,42,12,48,2,8,0,2,2,2,106,2,213,39,5,78,5,2,141,0,5,10,0,6,69,3,0,2,0,188,8,0,7,0,14
171,Singapore,263,0,0,5,2,77,3,9,2,2,11,6,0,4,0,5,2,2,0,2,2,2,7,12,2,4,0,0,0,0,2,0,4,2,21,5,0,5,0,4,6,0,2,2,0,3,26,0,0,2,0,8,14,0,2,0,2
172,Slovakia,413,2,0,2,2,41,16,10,2,2,49,13,0,2,0,28,2,0,0,0,2,2,17,10,9,10,0,2,0,0,3,0,58,2,57,13,0,6,2,2,16,0,2,2,0,2,10,0,0,0,2,16,8,0,2,0,0
173,Slovenia,58,0,0,2,0,7,0,2,0,0,7,2,0,2,0,2,0,2,0,0,0,0,2,2,2,0,0,2,0,0,2,0,2,0,11,2,0,0,0,0,0,0,0,2,0,2,3,0,0,0,0,3,4,0,3,0,0
174,Solomon Islands,8,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,Somalia,6875,2,7,202,0,267,157,12,2,2,6,123,0,0,11,106,32,65,63,171,3,174,20,116,66,2123,2,180,2,215,20,13,4,0,162,37,92,1010,0,94,55,0,2,2,24,132,226,0,0,43,46,147,552,2,80,3,6
176,South Africa,2283,8,0,61,9,442,68,28,4,6,246,127,2,10,7,74,25,16,17,23,7,6,43,53,26,33,3,23,0,11,19,3,71,3,111,77,7,49,9,25,57,0,0,33,6,16,217,2,2,20,2,85,65,2,21,2,4
177,South Sudan,139,2,2,3,0,2,0,2,0,2,3,2,0,0,0,2,0,12,2,2,0,2,2,4,0,5,2,2,0,47,2,7,0,0,4,2,2,4,2,0,2,0,0,0,0,5,12,0,0,2,0,2,4,0,0,0,0
178,"Soviet Union, former",2807,6,8,24,5,596,38,24,2,5,174,55,0,9,2,137,30,5,3,5,7,8,81,62,45,32,4,16,5,9,21,13,154,6,553,40,2,53,10,34,85,2,8,18,3,22,120,0,0,15,4,90,117,2,30,2,8
179,Spain,1367,7,0,17,2,214,12,19,2,11,278,26,2,2,4,39,9,2,5,7,5,3,32,47,16,7,3,8,2,2,11,3,112,7,147,23,2,13,3,5,23,33,2,13,2,11,66,0,0,13,2,53,24,2,7,0,15
180,Sri Lanka,1258,4,2,17,2,312,4,18,2,3,43,20,2,2,2,37,12,2,5,6,4,2,73,28,37,22,0,5,0,2,20,0,69,3,242,13,0,26,5,9,40,0,0,11,0,2,74,0,0,3,0,42,29,2,5,0,3
181,Sudan,1924,6,9,79,2,117,45,21,3,6,38,42,0,0,2,74,12,99,4,27,3,42,56,24,49,100,4,33,0,124,7,14,30,2,128,80,19,47,8,6,51,0,0,5,24,48,153,0,0,33,2,178,50,0,10,0,7
182,Suriname,160,0,0,2,0,5,0,0,2,0,36,4,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,2,0,0,3,0,6,0,76,4,0,2,2,2,2,2,0,2,0,0,5,0,0,0,0,2,2,0,0,0,2
183,Swaziland,15,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,2,0,0,0
184,Sweden,783,0,3,8,4,215,23,8,2,3,79,10,0,4,4,18,2,2,2,5,6,2,12,30,12,12,2,2,4,2,9,7,22,5,60,32,2,9,2,18,21,0,3,9,0,6,37,0,0,4,2,25,20,0,13,2,4
185,Switzerland,452,2,4,7,2,98,6,12,2,4,50,9,0,10,2,11,3,2,0,3,2,2,10,14,4,4,0,8,0,0,10,7,14,7,49,9,0,3,0,8,9,0,2,4,2,2,26,0,0,3,0,13,14,0,3,2,2
186,Syria,2196,2,0,36,6,579,8,32,2,6,145,22,0,0,0,206,20,9,6,13,10,0,25,68,139,27,2,22,0,7,12,3,141,9,184,18,0,82,16,12,91,0,10,4,0,16,114,0,0,5,3,49,17,4,12,2,2
187,Taiwan,5255,9,6,54,9,2456,26,25,5,3,101,100,9,51,2,124,36,20,19,14,15,2,112,79,70,17,2,37,0,6,48,6,212,7,468,58,3,63,11,49,86,0,7,12,2,16,407,2,2,30,6,107,222,3,14,2,7
188,Tajikistan,168,2,0,0,0,12,13,3,0,2,10,0,0,2,0,2,0,0,0,2,0,2,2,2,3,2,0,2,0,8,0,0,5,0,64,0,2,3,2,10,5,0,0,2,0,0,5,0,0,2,0,4,3,0,2,0,0
189,Tanzania,647,10,2,9,2,42,9,5,4,6,39,41,0,2,4,18,5,8,12,5,2,2,42,29,9,22,0,12,0,5,6,3,19,7,34,15,2,32,4,5,21,0,0,9,4,9,84,0,0,3,0,18,21,0,6,0,4
190,Thailand,5544,21,44,66,11,1704,44,44,10,4,284,99,3,52,8,140,40,29,32,23,17,15,101,149,82,365,9,32,5,24,163,19,67,8,253,143,2,63,39,83,74,0,17,39,9,41,292,2,2,28,6,174,227,6,313,5,13
191,Togo,1380,8,3,29,0,28,11,28,3,15,25,82,0,0,4,106,11,28,7,11,5,0,192,17,3,97,2,16,0,74,4,4,48,2,178,61,2,28,11,7,36,0,2,21,2,8,29,3,0,6,2,88,16,2,14,0,7
192,Tonga,371,0,8,11,0,191,3,0,0,0,5,2,2,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,2,0,0,2,0,0,0,13,0,0,0,2,0,0,14,0,0,57,0,3,17,0,0,0,0
193,Trinidad and Tobago,5784,8,2,26,4,106,5,48,15,27,934,198,0,3,2,53,10,3,4,6,26,2,262,127,23,15,2,7,2,2,12,2,356,5,2797,50,3,32,17,4,163,2,14,34,2,9,187,2,23,5,3,94,22,3,10,2,13
194,Tunisia,362,3,0,5,0,52,2,7,2,4,49,9,0,0,0,9,0,2,2,3,2,0,13,10,12,7,0,3,0,2,2,0,14,2,33,8,0,9,0,3,29,2,0,2,0,3,17,0,0,0,0,35,4,2,4,2,2
195,Turkey,3390,10,3,28,8,468,22,65,40,20,240,89,2,6,5,126,13,9,9,11,11,2,92,101,34,25,3,21,0,6,18,6,493,2,620,59,0,47,12,19,128,2,8,21,0,26,165,0,0,4,2,184,68,7,18,0,15
196,Turkmenistan,160,0,0,2,0,32,2,0,2,3,5,5,0,0,0,3,2,2,2,2,0,0,0,0,4,2,0,2,0,0,0,0,6,0,35,0,0,3,2,2,12,0,2,0,0,0,6,0,0,6,0,3,9,2,11,0,2
197,Turks and Caicos Islands,47,0,0,0,0,2,0,2,0,0,29,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,3,0,4,0,0,2,0,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
198,Uganda,763,2,0,6,0,99,14,11,2,5,22,23,0,2,2,43,2,5,3,5,2,4,56,140,15,24,2,10,0,2,5,0,20,2,33,11,3,25,8,5,17,0,4,12,2,10,50,0,0,2,0,26,27,2,4,2,0
199,Ukraine,8624,15,24,53,4,1446,96,135,8,6,375,134,0,11,34,608,46,23,19,27,12,9,114,237,121,130,8,107,6,40,41,17,368,10,1367,164,7,277,22,364,406,0,6,117,26,73,162,5,0,24,0,148,1099,2,55,2,14
200,United Arab Emirates,499,5,0,12,0,75,0,3,2,2,28,15,0,0,0,29,3,0,4,7,3,0,9,5,21,9,2,4,0,3,5,0,23,2,40,12,0,14,7,3,13,0,0,2,0,7,88,0,0,0,0,28,10,2,4,0,2
201,United Kingdom,9459,30,21,203,19,1755,175,178,24,57,1109,328,2,25,24,267,91,31,31,43,32,35,191,367,208,91,22,62,14,25,86,67,340,48,717,316,11,155,37,105,294,2,40,119,5,73,728,3,4,59,33,328,314,13,71,4,28
202,United States,55,0,2,0,0,8,2,0,0,0,10,2,0,2,2,0,0,2,0,2,0,0,7,0,2,0,2,0,0,2,0,0,2,0,8,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,2,2,0,2,0,0
203,Uruguay,933,0,0,8,2,55,3,21,2,0,307,42,2,3,2,9,2,3,2,4,0,0,13,36,0,3,2,5,2,0,6,3,155,0,98,14,0,7,2,2,15,5,0,11,0,7,25,0,0,8,0,37,6,0,8,0,4
204,Uzbekistan,2482,3,5,49,2,224,49,21,0,3,105,85,0,7,44,61,11,3,3,69,0,2,38,54,35,10,0,61,2,2,11,6,61,6,598,35,2,224,8,73,164,0,2,8,8,18,45,2,0,17,7,75,148,0,15,2,3
205,Vanuatu,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Venezuela,7648,15,2,34,4,299,42,41,10,16,4178,230,0,2,2,92,49,8,15,22,33,3,73,102,36,24,7,19,0,3,20,9,210,6,450,124,4,89,41,21,91,66,15,52,0,46,748,2,3,53,2,150,34,3,20,2,29
207,Vietnam,24277,130,11,373,69,9224,247,111,27,20,971,838,2,137,25,305,94,139,215,60,368,39,315,555,248,408,90,272,7,147,152,40,333,101,457,597,11,241,230,414,679,3,14,109,10,185,3239,3,2,99,8,745,1049,15,53,8,34
208,Yemen,1355,13,0,2,2,225,2,20,4,0,4,7,0,0,0,61,13,0,0,0,11,0,5,3,439,10,16,3,0,0,3,0,6,2,385,39,0,5,0,0,8,0,3,2,0,19,8,0,0,0,2,26,6,0,0,0,5
209,Zambia,352,4,0,11,0,48,3,3,2,0,16,28,0,2,2,18,6,2,2,2,2,0,21,16,10,8,2,5,0,2,3,0,11,0,24,7,0,9,4,6,8,0,2,3,0,2,41,0,0,0,0,7,13,2,2,0,2
210,Zimbabwe,658,4,3,19,2,74,8,4,3,5,36,54,0,3,2,22,33,4,2,9,2,0,22,28,18,2,0,4,2,6,4,3,15,3,20,21,0,18,4,5,25,0,2,8,0,16,104,0,0,2,0,29,11,2,2,0,0
211,Unknown,201,0,0,3,0,24,0,0,0,2,16,3,0,0,0,19,2,0,2,6,8,0,2,7,27,3,2,2,0,0,2,0,9,0,5,6,0,21,2,2,2,0,0,3,0,6,11,0,0,2,0,2,2,0,2,0,5
